time,HipCenter,HipCenterCoordinates.x,HipCenterCoordinates.y,HipCenterCoordinates.z,Spine,SpineCoordinates.x,SpineCoordinates.y,SpineCoordinates.z,ShoulderCenter,ShoulderLeftCoordinates.x,ShoulderLeftCoordinates.y,ShoulderLeftCoordinates.zHead,HeadCoordinates.x,HeadCoordinates.y,HeadCoordinates.z,ShoulderLeft,ShoulderLeftCoordinates.x,ShoulderLeftCoordinates.y,ShoulderLeftCoordinates.z,ElbowLeft,ElbowLeftCoordinates.x,ElbowLeftCoordinates.y,ElbowLeftCoordinates.z,WristLeft,WristLeftCoordinates.x,WristLeftCoordinates.y,WristLeftCoordinates.z,HandLeft,HandLeftCoordinates.x,HandLeftCoordinates.y,HandLeftCoordinates.z,ShoulderRight,ShoulderRightCoordinates.x,ShoulderRightCoordinates.y,ShoulderRightCoordinates.z,ElbowRight,ElbowRightCoordinates.x,ShoulderRightCoordinates.y,ShoulderRightCoordinates.z,WristRight,WristRightCoordinates.x,WristRightCoordinates.y,WristRightCoordinates.z,HandRight,WristRightCoordinates.x,WristRightCoordinates.y,WristRightCoordinates.z,HipLeft,HipLeftCoordinates.x,HipLeftCoordinates.y,HipLeftCoordinates.z,KneeLeft,KneeLeftCoordinates.x,KneeLeftCoordinates.y,KneeLeftCoordinates.z,AnkleLeft,AnkleLeftCoordinates.x,AnkleLeftCoordinates.y,AnkleLeftCoordinates.z,FootLeft,FootLeftCoordinates.x,FootLeftCoordinates.y,FootLeftCoordinates.z,HipRight,HipRightCoordinates.x,HipRightCoordinates.y,HipRightCoordinates.z,KneeRight,KneeRightCoordinates.x,KneeRightCoordinates.y,KneeRightCoordinates.z,AnkleRight,AnkleRightCoordinates.x,AnkleRightCoordinates.y,AnkleRightCoordinates.z,FootRight,FootRightCoordinates.x,FootRightCoordinates.y,FootRightCoordinates.z
9.533,0,-0.015,0.968,1.321,1,-0.007,1.005,1.322,2,-0.132,1.144,1.404,3,-0.028,1.358,1.239,4,-0.132,1.144,1.404,5,-0.202,0.945,1.441,6,-0.237,0.851,1.292,7,-0.249,0.832,1.246,8,0.147,1.134,1.281,9,0.234,1.134,1.281,10,0.198,0.843,1.075,10,0.198,0.843,1.075,12,-0.086,0.908,1.346,13,-0.259,0.754,1.500,14,-0.182,0.703,1.177,15,-0.261,0.710,1.109,16,0.034,0.896,1.300,17,0.208,1.144,1.266,18,0.542,0.852,1.557,19,0.215,0.870,1.111
9.543,0,-0.024,0.968,1.308,1,-0.017,1.006,1.308,2,-0.146,1.144,1.384,3,-0.035,1.351,1.220,4,-0.146,1.144,1.384,5,-0.218,0.952,1.409,6,-0.245,0.848,1.256,7,-0.252,0.814,1.212,8,0.139,1.130,1.262,9,0.221,1.130,1.262,10,0.169,0.832,1.036,10,0.169,0.832,1.036,12,-0.097,0.908,1.333,13,-0.252,0.703,1.394,14,-0.182,0.703,1.177,15,-0.261,0.710,1.109,16,0.027,0.896,1.289,17,0.202,1.144,1.255,18,0.542,0.852,1.557,19,0.204,0.879,1.081
9.550,0,-0.024,0.968,1.308,1,-0.017,1.006,1.308,2,-0.146,1.144,1.384,3,-0.035,1.351,1.220,4,-0.146,1.144,1.384,5,-0.218,0.952,1.409,6,-0.245,0.848,1.256,7,-0.252,0.814,1.212,8,0.139,1.130,1.262,9,0.221,1.130,1.262,10,0.169,0.832,1.036,10,0.169,0.832,1.036,12,-0.097,0.908,1.333,13,-0.252,0.703,1.394,14,-0.182,0.703,1.177,15,-0.261,0.710,1.109,16,0.027,0.896,1.289,17,0.202,1.144,1.255,18,0.542,0.852,1.557,19,0.204,0.879,1.081
9.556,0,-0.024,0.968,1.308,1,-0.017,1.006,1.308,2,-0.146,1.144,1.384,3,-0.035,1.351,1.220,4,-0.146,1.144,1.384,5,-0.218,0.952,1.409,6,-0.245,0.848,1.256,7,-0.252,0.814,1.212,8,0.139,1.130,1.262,9,0.221,1.130,1.262,10,0.169,0.832,1.036,10,0.169,0.832,1.036,12,-0.097,0.908,1.333,13,-0.252,0.703,1.394,14,-0.182,0.703,1.177,15,-0.261,0.710,1.109,16,0.027,0.896,1.289,17,0.202,1.144,1.255,18,0.542,0.852,1.557,19,0.204,0.879,1.081
9.563,0,-0.024,0.968,1.308,1,-0.017,1.006,1.308,2,-0.146,1.144,1.384,3,-0.035,1.351,1.220,4,-0.146,1.144,1.384,5,-0.218,0.952,1.409,6,-0.245,0.848,1.256,7,-0.252,0.814,1.212,8,0.139,1.130,1.262,9,0.221,1.130,1.262,10,0.169,0.832,1.036,10,0.169,0.832,1.036,12,-0.097,0.908,1.333,13,-0.252,0.703,1.394,14,-0.182,0.703,1.177,15,-0.261,0.710,1.109,16,0.027,0.896,1.289,17,0.202,1.144,1.255,18,0.542,0.852,1.557,19,0.204,0.879,1.081
9.571,0,-0.024,0.968,1.308,1,-0.017,1.006,1.308,2,-0.146,1.144,1.384,3,-0.035,1.351,1.220,4,-0.146,1.144,1.384,5,-0.218,0.952,1.409,6,-0.245,0.848,1.256,7,-0.252,0.814,1.212,8,0.139,1.130,1.262,9,0.221,1.130,1.262,10,0.169,0.832,1.036,10,0.169,0.832,1.036,12,-0.097,0.908,1.333,13,-0.252,0.703,1.394,14,-0.182,0.703,1.177,15,-0.261,0.710,1.109,16,0.027,0.896,1.289,17,0.202,1.144,1.255,18,0.542,0.852,1.557,19,0.204,0.879,1.081
9.579,0,-0.035,0.970,1.291,1,-0.028,1.007,1.290,2,-0.163,1.142,1.354,3,-0.043,1.342,1.198,4,-0.163,1.142,1.354,5,-0.236,0.958,1.378,6,-0.249,0.823,1.202,7,-0.250,0.774,1.153,8,0.130,1.125,1.241,9,0.212,1.125,1.241,10,0.155,0.832,1.012,10,0.155,0.832,1.012,12,-0.113,0.908,1.315,13,-0.263,0.706,1.217,14,-0.182,0.703,1.177,15,-0.261,0.710,1.109,16,0.019,0.898,1.270,17,0.194,1.143,1.241,18,0.542,0.852,1.557,19,-0.060,0.843,1.171
9.586,0,-0.035,0.970,1.291,1,-0.028,1.007,1.290,2,-0.163,1.142,1.354,3,-0.043,1.342,1.198,4,-0.163,1.142,1.354,5,-0.236,0.958,1.378,6,-0.249,0.823,1.202,7,-0.250,0.774,1.153,8,0.130,1.125,1.241,9,0.212,1.125,1.241,10,0.155,0.832,1.012,10,0.155,0.832,1.012,12,-0.113,0.908,1.315,13,-0.263,0.706,1.217,14,-0.182,0.703,1.177,15,-0.261,0.710,1.109,16,0.019,0.898,1.270,17,0.194,1.143,1.241,18,0.542,0.852,1.557,19,-0.060,0.843,1.171
9.593,0,-0.035,0.970,1.291,1,-0.028,1.007,1.290,2,-0.163,1.142,1.354,3,-0.043,1.342,1.198,4,-0.163,1.142,1.354,5,-0.236,0.958,1.378,6,-0.249,0.823,1.202,7,-0.250,0.774,1.153,8,0.130,1.125,1.241,9,0.212,1.125,1.241,10,0.155,0.832,1.012,10,0.155,0.832,1.012,12,-0.113,0.908,1.315,13,-0.263,0.706,1.217,14,-0.182,0.703,1.177,15,-0.261,0.710,1.109,16,0.019,0.898,1.270,17,0.194,1.143,1.241,18,0.542,0.852,1.557,19,-0.060,0.843,1.171
9.600,0,-0.035,0.970,1.291,1,-0.028,1.007,1.290,2,-0.163,1.142,1.354,3,-0.043,1.342,1.198,4,-0.163,1.142,1.354,5,-0.236,0.958,1.378,6,-0.249,0.823,1.202,7,-0.250,0.774,1.153,8,0.130,1.125,1.241,9,0.212,1.125,1.241,10,0.155,0.832,1.012,10,0.155,0.832,1.012,12,-0.113,0.908,1.315,13,-0.263,0.706,1.217,14,-0.182,0.703,1.177,15,-0.261,0.710,1.109,16,0.019,0.898,1.270,17,0.194,1.143,1.241,18,0.542,0.852,1.557,19,-0.060,0.843,1.171
9.607,0,-0.035,0.970,1.291,1,-0.028,1.007,1.290,2,-0.163,1.142,1.354,3,-0.043,1.342,1.198,4,-0.163,1.142,1.354,5,-0.236,0.958,1.378,6,-0.249,0.823,1.202,7,-0.250,0.774,1.153,8,0.130,1.125,1.241,9,0.212,1.125,1.241,10,0.155,0.832,1.012,10,0.155,0.832,1.012,12,-0.113,0.908,1.315,13,-0.263,0.706,1.217,14,-0.182,0.703,1.177,15,-0.261,0.710,1.109,16,0.019,0.898,1.270,17,0.194,1.143,1.241,18,0.542,0.852,1.557,19,-0.060,0.843,1.171
9.616,0,-0.051,0.972,1.263,1,-0.045,1.007,1.263,2,-0.184,1.139,1.321,3,-0.054,1.333,1.171,4,-0.184,1.139,1.321,5,-0.259,0.962,1.341,6,-0.251,0.799,1.160,7,-0.245,0.739,1.108,8,0.118,1.120,1.215,9,0.191,1.120,1.215,10,0.146,0.830,0.996,10,0.146,0.830,0.996,12,-0.133,0.905,1.282,13,-0.274,0.688,1.133,14,-0.182,0.703,1.177,15,-0.261,0.710,1.109,16,0.009,0.900,1.243,17,0.168,1.144,1.208,18,-0.038,0.871,1.222,19,-0.105,0.833,1.174
9.623,0,-0.051,0.972,1.263,1,-0.045,1.007,1.263,2,-0.184,1.139,1.321,3,-0.054,1.333,1.171,4,-0.184,1.139,1.321,5,-0.259,0.962,1.341,6,-0.251,0.799,1.160,7,-0.245,0.739,1.108,8,0.118,1.120,1.215,9,0.191,1.120,1.215,10,0.146,0.830,0.996,10,0.146,0.830,0.996,12,-0.133,0.905,1.282,13,-0.274,0.688,1.133,14,-0.182,0.703,1.177,15,-0.261,0.710,1.109,16,0.009,0.900,1.243,17,0.168,1.144,1.208,18,-0.038,0.871,1.222,19,-0.105,0.833,1.174
9.631,0,-0.051,0.972,1.263,1,-0.045,1.007,1.263,2,-0.184,1.139,1.321,3,-0.054,1.333,1.171,4,-0.184,1.139,1.321,5,-0.259,0.962,1.341,6,-0.251,0.799,1.160,7,-0.245,0.739,1.108,8,0.118,1.120,1.215,9,0.191,1.120,1.215,10,0.146,0.830,0.996,10,0.146,0.830,0.996,12,-0.133,0.905,1.282,13,-0.274,0.688,1.133,14,-0.182,0.703,1.177,15,-0.261,0.710,1.109,16,0.009,0.900,1.243,17,0.168,1.144,1.208,18,-0.038,0.871,1.222,19,-0.105,0.833,1.174
9.641,0,-0.051,0.972,1.263,1,-0.045,1.007,1.263,2,-0.184,1.139,1.321,3,-0.054,1.333,1.171,4,-0.184,1.139,1.321,5,-0.259,0.962,1.341,6,-0.251,0.799,1.160,7,-0.245,0.739,1.108,8,0.118,1.120,1.215,9,0.191,1.120,1.215,10,0.146,0.830,0.996,10,0.146,0.830,0.996,12,-0.133,0.905,1.282,13,-0.274,0.688,1.133,14,-0.182,0.703,1.177,15,-0.261,0.710,1.109,16,0.009,0.900,1.243,17,0.168,1.144,1.208,18,-0.038,0.871,1.222,19,-0.105,0.833,1.174
9.652,0,-0.063,0.974,1.240,1,-0.058,1.008,1.239,2,-0.205,1.139,1.288,3,-0.067,1.325,1.145,4,-0.205,1.139,1.288,5,-0.274,0.967,1.314,6,-0.250,0.791,1.139,7,-0.240,0.727,1.085,8,0.105,1.116,1.191,9,0.177,1.116,1.191,10,0.140,0.832,0.975,10,0.140,0.832,0.975,12,-0.147,0.906,1.258,13,-0.294,0.693,1.083,14,-0.182,0.703,1.177,15,-0.261,0.710,1.109,16,0.002,0.902,1.223,17,0.155,1.144,1.190,18,-0.084,0.867,1.203,19,-0.152,0.819,1.162
9.659,0,-0.063,0.974,1.240,1,-0.058,1.008,1.239,2,-0.205,1.139,1.288,3,-0.067,1.325,1.145,4,-0.205,1.139,1.288,5,-0.274,0.967,1.314,6,-0.250,0.791,1.139,7,-0.240,0.727,1.085,8,0.105,1.116,1.191,9,0.177,1.116,1.191,10,0.140,0.832,0.975,10,0.140,0.832,0.975,12,-0.147,0.906,1.258,13,-0.294,0.693,1.083,14,-0.182,0.703,1.177,15,-0.261,0.710,1.109,16,0.002,0.902,1.223,17,0.155,1.144,1.190,18,-0.084,0.867,1.203,19,-0.152,0.819,1.162
9.666,0,-0.063,0.974,1.240,1,-0.058,1.008,1.239,2,-0.205,1.139,1.288,3,-0.067,1.325,1.145,4,-0.205,1.139,1.288,5,-0.274,0.967,1.314,6,-0.250,0.791,1.139,7,-0.240,0.727,1.085,8,0.105,1.116,1.191,9,0.177,1.116,1.191,10,0.140,0.832,0.975,10,0.140,0.832,0.975,12,-0.147,0.906,1.258,13,-0.294,0.693,1.083,14,-0.182,0.703,1.177,15,-0.261,0.710,1.109,16,0.002,0.902,1.223,17,0.155,1.144,1.190,18,-0.084,0.867,1.203,19,-0.152,0.819,1.162
9.673,0,-0.063,0.974,1.240,1,-0.058,1.008,1.239,2,-0.205,1.139,1.288,3,-0.067,1.325,1.145,4,-0.205,1.139,1.288,5,-0.274,0.967,1.314,6,-0.250,0.791,1.139,7,-0.240,0.727,1.085,8,0.105,1.116,1.191,9,0.177,1.116,1.191,10,0.140,0.832,0.975,10,0.140,0.832,0.975,12,-0.147,0.906,1.258,13,-0.294,0.693,1.083,14,-0.182,0.703,1.177,15,-0.261,0.710,1.109,16,0.002,0.902,1.223,17,0.155,1.144,1.190,18,-0.084,0.867,1.203,19,-0.152,0.819,1.162
9.681,0,-0.075,0.976,1.221,1,-0.071,1.009,1.220,2,-0.224,1.142,1.258,3,-0.083,1.316,1.115,4,-0.224,1.142,1.258,5,-0.288,0.976,1.281,6,-0.250,0.787,1.124,7,-0.236,0.719,1.072,8,0.087,1.112,1.164,9,0.147,1.112,1.164,10,0.130,0.848,0.939,10,0.130,0.848,0.939,12,-0.158,0.907,1.241,13,-0.301,0.694,1.054,14,-0.182,0.703,1.177,15,-0.261,0.710,1.109,16,-0.008,0.903,1.204,17,0.149,1.123,1.155,18,-0.108,0.865,1.216,19,-0.167,0.816,1.167
9.688,0,-0.075,0.976,1.221,1,-0.071,1.009,1.220,2,-0.224,1.142,1.258,3,-0.083,1.316,1.115,4,-0.224,1.142,1.258,5,-0.288,0.976,1.281,6,-0.250,0.787,1.124,7,-0.236,0.719,1.072,8,0.087,1.112,1.164,9,0.147,1.112,1.164,10,0.130,0.848,0.939,10,0.130,0.848,0.939,12,-0.158,0.907,1.241,13,-0.301,0.694,1.054,14,-0.182,0.703,1.177,15,-0.261,0.710,1.109,16,-0.008,0.903,1.204,17,0.149,1.123,1.155,18,-0.108,0.865,1.216,19,-0.167,0.816,1.167
9.695,0,-0.075,0.976,1.221,1,-0.071,1.009,1.220,2,-0.224,1.142,1.258,3,-0.083,1.316,1.115,4,-0.224,1.142,1.258,5,-0.288,0.976,1.281,6,-0.250,0.787,1.124,7,-0.236,0.719,1.072,8,0.087,1.112,1.164,9,0.147,1.112,1.164,10,0.130,0.848,0.939,10,0.130,0.848,0.939,12,-0.158,0.907,1.241,13,-0.301,0.694,1.054,14,-0.182,0.703,1.177,15,-0.261,0.710,1.109,16,-0.008,0.903,1.204,17,0.149,1.123,1.155,18,-0.108,0.865,1.216,19,-0.167,0.816,1.167
9.702,0,-0.075,0.976,1.221,1,-0.071,1.009,1.220,2,-0.224,1.142,1.258,3,-0.083,1.316,1.115,4,-0.224,1.142,1.258,5,-0.288,0.976,1.281,6,-0.250,0.787,1.124,7,-0.236,0.719,1.072,8,0.087,1.112,1.164,9,0.147,1.112,1.164,10,0.130,0.848,0.939,10,0.130,0.848,0.939,12,-0.158,0.907,1.241,13,-0.301,0.694,1.054,14,-0.182,0.703,1.177,15,-0.261,0.710,1.109,16,-0.008,0.903,1.204,17,0.149,1.123,1.155,18,-0.108,0.865,1.216,19,-0.167,0.816,1.167
9.710,0,-0.089,0.976,1.202,1,-0.087,1.009,1.199,2,-0.241,1.145,1.230,3,-0.099,1.309,1.088,4,-0.241,1.145,1.230,5,-0.301,0.984,1.251,6,-0.250,0.784,1.114,7,-0.233,0.714,1.063,8,0.069,1.111,1.140,9,0.125,1.111,1.140,10,0.083,0.878,0.904,10,0.083,0.878,0.904,12,-0.167,0.907,1.227,13,-0.239,0.692,1.014,14,-0.182,0.703,1.177,15,-0.261,0.710,1.109,16,-0.021,0.902,1.187,17,0.149,1.091,1.103,18,-0.113,0.860,1.207,19,-0.172,0.809,1.156
9.717,0,-0.089,0.976,1.202,1,-0.087,1.009,1.199,2,-0.241,1.145,1.230,3,-0.099,1.309,1.088,4,-0.241,1.145,1.230,5,-0.301,0.984,1.251,6,-0.250,0.784,1.114,7,-0.233,0.714,1.063,8,0.069,1.111,1.140,9,0.125,1.111,1.140,10,0.083,0.878,0.904,10,0.083,0.878,0.904,12,-0.167,0.907,1.227,13,-0.239,0.692,1.014,14,-0.182,0.703,1.177,15,-0.261,0.710,1.109,16,-0.021,0.902,1.187,17,0.149,1.091,1.103,18,-0.113,0.860,1.207,19,-0.172,0.809,1.156
9.723,0,-0.089,0.976,1.202,1,-0.087,1.009,1.199,2,-0.241,1.145,1.230,3,-0.099,1.309,1.088,4,-0.241,1.145,1.230,5,-0.301,0.984,1.251,6,-0.250,0.784,1.114,7,-0.233,0.714,1.063,8,0.069,1.111,1.140,9,0.125,1.111,1.140,10,0.083,0.878,0.904,10,0.083,0.878,0.904,12,-0.167,0.907,1.227,13,-0.239,0.692,1.014,14,-0.182,0.703,1.177,15,-0.261,0.710,1.109,16,-0.021,0.902,1.187,17,0.149,1.091,1.103,18,-0.113,0.860,1.207,19,-0.172,0.809,1.156
9.731,0,-0.089,0.976,1.202,1,-0.087,1.009,1.199,2,-0.241,1.145,1.230,3,-0.099,1.309,1.088,4,-0.241,1.145,1.230,5,-0.301,0.984,1.251,6,-0.250,0.784,1.114,7,-0.233,0.714,1.063,8,0.069,1.111,1.140,9,0.125,1.111,1.140,10,0.083,0.878,0.904,10,0.083,0.878,0.904,12,-0.167,0.907,1.227,13,-0.239,0.692,1.014,14,-0.182,0.703,1.177,15,-0.261,0.710,1.109,16,-0.021,0.902,1.187,17,0.149,1.091,1.103,18,-0.113,0.860,1.207,19,-0.172,0.809,1.156
9.739,0,-0.102,0.977,1.184,1,-0.100,1.008,1.180,2,-0.258,1.148,1.205,3,-0.120,1.301,1.059,4,-0.258,1.148,1.205,5,-0.312,0.990,1.226,6,-0.249,0.783,1.105,7,-0.230,0.713,1.057,8,0.048,1.111,1.114,9,0.099,1.111,1.114,10,0.056,0.885,0.879,10,0.056,0.885,0.879,12,-0.178,0.908,1.210,13,-0.207,0.686,0.999,14,-0.182,0.703,1.177,15,-0.261,0.710,1.109,16,-0.036,0.902,1.170,17,0.119,1.091,1.058,18,-0.135,0.865,1.197,19,-0.186,0.809,1.142
9.746,0,-0.102,0.977,1.184,1,-0.100,1.008,1.180,2,-0.258,1.148,1.205,3,-0.120,1.301,1.059,4,-0.258,1.148,1.205,5,-0.312,0.990,1.226,6,-0.249,0.783,1.105,7,-0.230,0.713,1.057,8,0.048,1.111,1.114,9,0.099,1.111,1.114,10,0.056,0.885,0.879,10,0.056,0.885,0.879,12,-0.178,0.908,1.210,13,-0.207,0.686,0.999,14,-0.182,0.703,1.177,15,-0.261,0.710,1.109,16,-0.036,0.902,1.170,17,0.119,1.091,1.058,18,-0.135,0.865,1.197,19,-0.186,0.809,1.142
9.753,0,-0.102,0.977,1.184,1,-0.100,1.008,1.180,2,-0.258,1.148,1.205,3,-0.120,1.301,1.059,4,-0.258,1.148,1.205,5,-0.312,0.990,1.226,6,-0.249,0.783,1.105,7,-0.230,0.713,1.057,8,0.048,1.111,1.114,9,0.099,1.111,1.114,10,0.056,0.885,0.879,10,0.056,0.885,0.879,12,-0.178,0.908,1.210,13,-0.207,0.686,0.999,14,-0.182,0.703,1.177,15,-0.261,0.710,1.109,16,-0.036,0.902,1.170,17,0.119,1.091,1.058,18,-0.135,0.865,1.197,19,-0.186,0.809,1.142
9.760,0,-0.102,0.977,1.184,1,-0.100,1.008,1.180,2,-0.258,1.148,1.205,3,-0.120,1.301,1.059,4,-0.258,1.148,1.205,5,-0.312,0.990,1.226,6,-0.249,0.783,1.105,7,-0.230,0.713,1.057,8,0.048,1.111,1.114,9,0.099,1.111,1.114,10,0.056,0.885,0.879,10,0.056,0.885,0.879,12,-0.178,0.908,1.210,13,-0.207,0.686,0.999,14,-0.182,0.703,1.177,15,-0.261,0.710,1.109,16,-0.036,0.902,1.170,17,0.119,1.091,1.058,18,-0.135,0.865,1.197,19,-0.186,0.809,1.142
9.768,0,-0.102,0.977,1.184,1,-0.100,1.008,1.180,2,-0.258,1.148,1.205,3,-0.120,1.301,1.059,4,-0.258,1.148,1.205,5,-0.312,0.990,1.226,6,-0.249,0.783,1.105,7,-0.230,0.713,1.057,8,0.048,1.111,1.114,9,0.099,1.111,1.114,10,0.056,0.885,0.879,10,0.056,0.885,0.879,12,-0.178,0.908,1.210,13,-0.207,0.686,0.999,14,-0.182,0.703,1.177,15,-0.261,0.710,1.109,16,-0.036,0.902,1.170,17,0.119,1.091,1.058,18,-0.135,0.865,1.197,19,-0.186,0.809,1.142
9.777,0,-0.115,0.978,1.163,1,-0.112,1.010,1.157,2,-0.273,1.148,1.183,3,-0.137,1.296,1.035,4,-0.273,1.148,1.183,5,-0.323,0.993,1.201,6,-0.249,0.785,1.095,7,-0.227,0.713,1.051,8,0.031,1.113,1.092,9,0.077,1.113,1.092,10,-0.008,0.894,0.865,10,-0.008,0.894,0.865,12,-0.195,0.911,1.189,13,-0.188,0.683,0.990,14,-0.182,0.703,1.177,15,-0.186,0.710,1.160,16,-0.055,0.903,1.151,17,0.100,1.093,1.034,18,-0.141,0.868,1.186,19,-0.183,0.810,1.125
9.784,0,-0.115,0.978,1.163,1,-0.112,1.010,1.157,2,-0.273,1.148,1.183,3,-0.137,1.296,1.035,4,-0.273,1.148,1.183,5,-0.323,0.993,1.201,6,-0.249,0.785,1.095,7,-0.227,0.713,1.051,8,0.031,1.113,1.092,9,0.077,1.113,1.092,10,-0.008,0.894,0.865,10,-0.008,0.894,0.865,12,-0.195,0.911,1.189,13,-0.188,0.683,0.990,14,-0.182,0.703,1.177,15,-0.186,0.710,1.160,16,-0.055,0.903,1.151,17,0.100,1.093,1.034,18,-0.141,0.868,1.186,19,-0.183,0.810,1.125
9.794,0,-0.115,0.978,1.163,1,-0.112,1.010,1.157,2,-0.273,1.148,1.183,3,-0.137,1.296,1.035,4,-0.273,1.148,1.183,5,-0.323,0.993,1.201,6,-0.249,0.785,1.095,7,-0.227,0.713,1.051,8,0.031,1.113,1.092,9,0.077,1.113,1.092,10,-0.008,0.894,0.865,10,-0.008,0.894,0.865,12,-0.195,0.911,1.189,13,-0.188,0.683,0.990,14,-0.182,0.703,1.177,15,-0.186,0.710,1.160,16,-0.055,0.903,1.151,17,0.100,1.093,1.034,18,-0.141,0.868,1.186,19,-0.183,0.810,1.125
9.802,0,-0.115,0.978,1.163,1,-0.112,1.010,1.157,2,-0.273,1.148,1.183,3,-0.137,1.296,1.035,4,-0.273,1.148,1.183,5,-0.323,0.993,1.201,6,-0.249,0.785,1.095,7,-0.227,0.713,1.051,8,0.031,1.113,1.092,9,0.077,1.113,1.092,10,-0.008,0.894,0.865,10,-0.008,0.894,0.865,12,-0.195,0.911,1.189,13,-0.188,0.683,0.990,14,-0.182,0.703,1.177,15,-0.186,0.710,1.160,16,-0.055,0.903,1.151,17,0.100,1.093,1.034,18,-0.141,0.868,1.186,19,-0.183,0.810,1.125
9.811,0,-0.115,0.978,1.163,1,-0.112,1.010,1.157,2,-0.273,1.148,1.183,3,-0.137,1.296,1.035,4,-0.273,1.148,1.183,5,-0.323,0.993,1.201,6,-0.249,0.785,1.095,7,-0.227,0.713,1.051,8,0.031,1.113,1.092,9,0.077,1.113,1.092,10,-0.008,0.894,0.865,10,-0.008,0.894,0.865,12,-0.195,0.911,1.189,13,-0.188,0.683,0.990,14,-0.182,0.703,1.177,15,-0.186,0.710,1.160,16,-0.055,0.903,1.151,17,0.100,1.093,1.034,18,-0.141,0.868,1.186,19,-0.183,0.810,1.125
9.818,0,-0.115,0.978,1.163,1,-0.112,1.010,1.157,2,-0.273,1.148,1.183,3,-0.137,1.296,1.035,4,-0.273,1.148,1.183,5,-0.323,0.993,1.201,6,-0.249,0.785,1.095,7,-0.227,0.713,1.051,8,0.031,1.113,1.092,9,0.077,1.113,1.092,10,-0.008,0.894,0.865,10,-0.008,0.894,0.865,12,-0.195,0.911,1.189,13,-0.188,0.683,0.990,14,-0.182,0.703,1.177,15,-0.186,0.710,1.160,16,-0.055,0.903,1.151,17,0.100,1.093,1.034,18,-0.141,0.868,1.186,19,-0.183,0.810,1.125
9.825,0,-0.115,0.978,1.163,1,-0.112,1.010,1.157,2,-0.273,1.148,1.183,3,-0.137,1.296,1.035,4,-0.273,1.148,1.183,5,-0.323,0.993,1.201,6,-0.249,0.785,1.095,7,-0.227,0.713,1.051,8,0.031,1.113,1.092,9,0.077,1.113,1.092,10,-0.008,0.894,0.865,10,-0.008,0.894,0.865,12,-0.195,0.911,1.189,13,-0.188,0.683,0.990,14,-0.182,0.703,1.177,15,-0.186,0.710,1.160,16,-0.055,0.903,1.151,17,0.100,1.093,1.034,18,-0.141,0.868,1.186,19,-0.183,0.810,1.125
9.832,0,-0.115,0.978,1.163,1,-0.112,1.010,1.157,2,-0.273,1.148,1.183,3,-0.137,1.296,1.035,4,-0.273,1.148,1.183,5,-0.323,0.993,1.201,6,-0.249,0.785,1.095,7,-0.227,0.713,1.051,8,0.031,1.113,1.092,9,0.077,1.113,1.092,10,-0.008,0.894,0.865,10,-0.008,0.894,0.865,12,-0.195,0.911,1.189,13,-0.188,0.683,0.990,14,-0.182,0.703,1.177,15,-0.186,0.710,1.160,16,-0.055,0.903,1.151,17,0.100,1.093,1.034,18,-0.141,0.868,1.186,19,-0.183,0.810,1.125
9.840,0,-0.115,0.978,1.163,1,-0.112,1.010,1.157,2,-0.273,1.148,1.183,3,-0.137,1.296,1.035,4,-0.273,1.148,1.183,5,-0.323,0.993,1.201,6,-0.249,0.785,1.095,7,-0.227,0.713,1.051,8,0.031,1.113,1.092,9,0.077,1.113,1.092,10,-0.008,0.894,0.865,10,-0.008,0.894,0.865,12,-0.195,0.911,1.189,13,-0.188,0.683,0.990,14,-0.182,0.703,1.177,15,-0.186,0.710,1.160,16,-0.055,0.903,1.151,17,0.100,1.093,1.034,18,-0.141,0.868,1.186,19,-0.183,0.810,1.125
9.847,0,-0.115,0.978,1.163,1,-0.112,1.010,1.157,2,-0.273,1.148,1.183,3,-0.137,1.296,1.035,4,-0.273,1.148,1.183,5,-0.323,0.993,1.201,6,-0.249,0.785,1.095,7,-0.227,0.713,1.051,8,0.031,1.113,1.092,9,0.077,1.113,1.092,10,-0.008,0.894,0.865,10,-0.008,0.894,0.865,12,-0.195,0.911,1.189,13,-0.188,0.683,0.990,14,-0.182,0.703,1.177,15,-0.186,0.710,1.160,16,-0.055,0.903,1.151,17,0.100,1.093,1.034,18,-0.141,0.868,1.186,19,-0.183,0.810,1.125
9.855,0,-0.115,0.978,1.163,1,-0.112,1.010,1.157,2,-0.273,1.148,1.183,3,-0.137,1.296,1.035,4,-0.273,1.148,1.183,5,-0.323,0.993,1.201,6,-0.249,0.785,1.095,7,-0.227,0.713,1.051,8,0.031,1.113,1.092,9,0.077,1.113,1.092,10,-0.008,0.894,0.865,10,-0.008,0.894,0.865,12,-0.195,0.911,1.189,13,-0.188,0.683,0.990,14,-0.182,0.703,1.177,15,-0.186,0.710,1.160,16,-0.055,0.903,1.151,17,0.100,1.093,1.034,18,-0.141,0.868,1.186,19,-0.183,0.810,1.125
