time,HipCenter,HipCenterCoordinates.x,HipCenterCoordinates.y,HipCenterCoordinates.z,Spine,SpineCoordinates.x,SpineCoordinates.y,SpineCoordinates.z,ShoulderCenter,ShoulderLeftCoordinates.x,ShoulderLeftCoordinates.y,ShoulderLeftCoordinates.zHead,HeadCoordinates.x,HeadCoordinates.y,HeadCoordinates.z,ShoulderLeft,ShoulderLeftCoordinates.x,ShoulderLeftCoordinates.y,ShoulderLeftCoordinates.z,ElbowLeft,ElbowLeftCoordinates.x,ElbowLeftCoordinates.y,ElbowLeftCoordinates.z,WristLeft,WristLeftCoordinates.x,WristLeftCoordinates.y,WristLeftCoordinates.z,HandLeft,HandLeftCoordinates.x,HandLeftCoordinates.y,HandLeftCoordinates.z,ShoulderRight,ShoulderRightCoordinates.x,ShoulderRightCoordinates.y,ShoulderRightCoordinates.z,ElbowRight,ElbowRightCoordinates.x,ShoulderRightCoordinates.y,ShoulderRightCoordinates.z,WristRight,WristRightCoordinates.x,WristRightCoordinates.y,WristRightCoordinates.z,HandRight,WristRightCoordinates.x,WristRightCoordinates.y,WristRightCoordinates.z,HipLeft,HipLeftCoordinates.x,HipLeftCoordinates.y,HipLeftCoordinates.z,KneeLeft,KneeLeftCoordinates.x,KneeLeftCoordinates.y,KneeLeftCoordinates.z,AnkleLeft,AnkleLeftCoordinates.x,AnkleLeftCoordinates.y,AnkleLeftCoordinates.z,FootLeft,FootLeftCoordinates.x,FootLeftCoordinates.y,FootLeftCoordinates.z,HipRight,HipRightCoordinates.x,HipRightCoordinates.y,HipRightCoordinates.z,KneeRight,KneeRightCoordinates.x,KneeRightCoordinates.y,KneeRightCoordinates.z,AnkleRight,AnkleRightCoordinates.x,AnkleRightCoordinates.y,AnkleRightCoordinates.z,FootRight,FootRightCoordinates.x,FootRightCoordinates.y,FootRightCoordinates.z
8.842,0,0.007,0.870,1.487,1,0.008,0.900,1.498,2,-0.143,0.988,1.502,3,0.008,1.226,1.439,4,-0.143,0.988,1.502,5,-0.321,0.897,1.514,6,-0.486,0.830,1.435,7,-0.509,0.810,1.419,8,0.151,0.998,1.511,9,0.349,0.998,1.511,10,0.525,0.976,1.519,10,0.525,0.976,1.519,12,-0.065,0.805,1.485,13,-0.440,0.875,1.500,14,-0.620,0.769,1.341,15,-0.631,0.762,1.251,16,0.073,0.802,1.486,17,0.230,1.044,1.532,18,0.566,0.940,1.522,19,0.604,0.927,1.448
8.849,0,0.007,0.870,1.487,1,0.008,0.900,1.498,2,-0.143,0.988,1.502,3,0.008,1.226,1.439,4,-0.143,0.988,1.502,5,-0.321,0.897,1.514,6,-0.486,0.830,1.435,7,-0.509,0.810,1.419,8,0.151,0.998,1.511,9,0.349,0.998,1.511,10,0.525,0.976,1.519,10,0.525,0.976,1.519,12,-0.065,0.805,1.485,13,-0.440,0.875,1.500,14,-0.620,0.769,1.341,15,-0.631,0.762,1.251,16,0.073,0.802,1.486,17,0.230,1.044,1.532,18,0.566,0.940,1.522,19,0.604,0.927,1.448
8.856,0,0.007,0.870,1.487,1,0.008,0.900,1.498,2,-0.143,0.988,1.502,3,0.008,1.226,1.439,4,-0.143,0.988,1.502,5,-0.321,0.897,1.514,6,-0.486,0.830,1.435,7,-0.509,0.810,1.419,8,0.151,0.998,1.511,9,0.349,0.998,1.511,10,0.525,0.976,1.519,10,0.525,0.976,1.519,12,-0.065,0.805,1.485,13,-0.440,0.875,1.500,14,-0.620,0.769,1.341,15,-0.631,0.762,1.251,16,0.073,0.802,1.486,17,0.230,1.044,1.532,18,0.566,0.940,1.522,19,0.604,0.927,1.448
8.864,0,0.007,0.870,1.487,1,0.008,0.900,1.498,2,-0.143,0.988,1.502,3,0.008,1.226,1.439,4,-0.143,0.988,1.502,5,-0.321,0.897,1.514,6,-0.486,0.830,1.435,7,-0.509,0.810,1.419,8,0.151,0.998,1.511,9,0.349,0.998,1.511,10,0.525,0.976,1.519,10,0.525,0.976,1.519,12,-0.065,0.805,1.485,13,-0.440,0.875,1.500,14,-0.620,0.769,1.341,15,-0.631,0.762,1.251,16,0.073,0.802,1.486,17,0.230,1.044,1.532,18,0.566,0.940,1.522,19,0.604,0.927,1.448
8.878,0,0.010,0.874,1.473,1,0.012,0.904,1.483,2,-0.135,0.999,1.482,3,0.016,1.231,1.420,4,-0.135,0.999,1.482,5,-0.316,0.901,1.505,6,-0.482,0.831,1.437,7,-0.504,0.804,1.420,8,0.157,1.000,1.497,9,0.345,1.000,1.497,10,0.531,0.936,1.517,10,0.531,0.936,1.517,12,-0.062,0.808,1.471,13,-0.435,0.876,1.498,14,-0.618,0.764,1.350,15,-0.630,0.753,1.267,16,0.076,0.807,1.472,17,0.241,1.043,1.521,18,0.571,0.926,1.520,19,0.611,0.912,1.447
8.885,0,0.010,0.874,1.473,1,0.012,0.904,1.483,2,-0.135,0.999,1.482,3,0.016,1.231,1.420,4,-0.135,0.999,1.482,5,-0.316,0.901,1.505,6,-0.482,0.831,1.437,7,-0.504,0.804,1.420,8,0.157,1.000,1.497,9,0.345,1.000,1.497,10,0.531,0.936,1.517,10,0.531,0.936,1.517,12,-0.062,0.808,1.471,13,-0.435,0.876,1.498,14,-0.618,0.764,1.350,15,-0.630,0.753,1.267,16,0.076,0.807,1.472,17,0.241,1.043,1.521,18,0.571,0.926,1.520,19,0.611,0.912,1.447
8.892,0,0.010,0.874,1.473,1,0.012,0.904,1.483,2,-0.135,0.999,1.482,3,0.016,1.231,1.420,4,-0.135,0.999,1.482,5,-0.316,0.901,1.505,6,-0.482,0.831,1.437,7,-0.504,0.804,1.420,8,0.157,1.000,1.497,9,0.345,1.000,1.497,10,0.531,0.936,1.517,10,0.531,0.936,1.517,12,-0.062,0.808,1.471,13,-0.435,0.876,1.498,14,-0.618,0.764,1.350,15,-0.630,0.753,1.267,16,0.076,0.807,1.472,17,0.241,1.043,1.521,18,0.571,0.926,1.520,19,0.611,0.912,1.447
8.899,0,0.010,0.874,1.473,1,0.012,0.904,1.483,2,-0.135,0.999,1.482,3,0.016,1.231,1.420,4,-0.135,0.999,1.482,5,-0.316,0.901,1.505,6,-0.482,0.831,1.437,7,-0.504,0.804,1.420,8,0.157,1.000,1.497,9,0.345,1.000,1.497,10,0.531,0.936,1.517,10,0.531,0.936,1.517,12,-0.062,0.808,1.471,13,-0.435,0.876,1.498,14,-0.618,0.764,1.350,15,-0.630,0.753,1.267,16,0.076,0.807,1.472,17,0.241,1.043,1.521,18,0.571,0.926,1.520,19,0.611,0.912,1.447
8.908,0,0.014,0.878,1.461,1,0.015,0.909,1.469,2,-0.127,1.010,1.464,3,0.024,1.238,1.403,4,-0.127,1.010,1.464,5,-0.302,0.915,1.494,6,-0.480,0.832,1.438,7,-0.501,0.799,1.421,8,0.163,1.005,1.484,9,0.343,1.005,1.484,10,0.533,0.916,1.517,10,0.533,0.916,1.517,12,-0.059,0.812,1.460,13,-0.402,0.899,1.510,14,-0.606,0.754,1.380,15,-0.626,0.717,1.326,16,0.079,0.812,1.462,17,0.259,1.040,1.504,18,0.584,0.913,1.516,19,0.625,0.897,1.445
8.915,0,0.014,0.878,1.461,1,0.015,0.909,1.469,2,-0.127,1.010,1.464,3,0.024,1.238,1.403,4,-0.127,1.010,1.464,5,-0.302,0.915,1.494,6,-0.480,0.832,1.438,7,-0.501,0.799,1.421,8,0.163,1.005,1.484,9,0.343,1.005,1.484,10,0.533,0.916,1.517,10,0.533,0.916,1.517,12,-0.059,0.812,1.460,13,-0.402,0.899,1.510,14,-0.606,0.754,1.380,15,-0.626,0.717,1.326,16,0.079,0.812,1.462,17,0.259,1.040,1.504,18,0.584,0.913,1.516,19,0.625,0.897,1.445
8.922,0,0.014,0.878,1.461,1,0.015,0.909,1.469,2,-0.127,1.010,1.464,3,0.024,1.238,1.403,4,-0.127,1.010,1.464,5,-0.302,0.915,1.494,6,-0.480,0.832,1.438,7,-0.501,0.799,1.421,8,0.163,1.005,1.484,9,0.343,1.005,1.484,10,0.533,0.916,1.517,10,0.533,0.916,1.517,12,-0.059,0.812,1.460,13,-0.402,0.899,1.510,14,-0.606,0.754,1.380,15,-0.626,0.717,1.326,16,0.079,0.812,1.462,17,0.259,1.040,1.504,18,0.584,0.913,1.516,19,0.625,0.897,1.445
8.929,0,0.014,0.878,1.461,1,0.015,0.909,1.469,2,-0.127,1.010,1.464,3,0.024,1.238,1.403,4,-0.127,1.010,1.464,5,-0.302,0.915,1.494,6,-0.480,0.832,1.438,7,-0.501,0.799,1.421,8,0.163,1.005,1.484,9,0.343,1.005,1.484,10,0.533,0.916,1.517,10,0.533,0.916,1.517,12,-0.059,0.812,1.460,13,-0.402,0.899,1.510,14,-0.606,0.754,1.380,15,-0.626,0.717,1.326,16,0.079,0.812,1.462,17,0.259,1.040,1.504,18,0.584,0.913,1.516,19,0.625,0.897,1.445
8.936,0,0.014,0.878,1.461,1,0.015,0.909,1.469,2,-0.127,1.010,1.464,3,0.024,1.238,1.403,4,-0.127,1.010,1.464,5,-0.302,0.915,1.494,6,-0.480,0.832,1.438,7,-0.501,0.799,1.421,8,0.163,1.005,1.484,9,0.343,1.005,1.484,10,0.533,0.916,1.517,10,0.533,0.916,1.517,12,-0.059,0.812,1.460,13,-0.402,0.899,1.510,14,-0.606,0.754,1.380,15,-0.626,0.717,1.326,16,0.079,0.812,1.462,17,0.259,1.040,1.504,18,0.584,0.913,1.516,19,0.625,0.897,1.445
8.943,0,0.018,0.884,1.448,1,0.020,0.916,1.455,2,-0.120,1.021,1.449,3,0.034,1.247,1.388,4,-0.120,1.021,1.449,5,-0.293,0.926,1.490,6,-0.476,0.826,1.445,7,-0.502,0.791,1.424,8,0.171,1.011,1.473,9,0.341,1.011,1.473,10,0.535,0.906,1.517,10,0.535,0.906,1.517,12,-0.054,0.817,1.446,13,-0.385,0.912,1.519,14,-0.580,0.739,1.428,15,-0.607,0.687,1.390,16,0.083,0.817,1.451,17,0.267,1.041,1.496,18,0.587,0.902,1.515,19,0.632,0.852,1.485
8.950,0,0.018,0.884,1.448,1,0.020,0.916,1.455,2,-0.120,1.021,1.449,3,0.034,1.247,1.388,4,-0.120,1.021,1.449,5,-0.293,0.926,1.490,6,-0.476,0.826,1.445,7,-0.502,0.791,1.424,8,0.171,1.011,1.473,9,0.341,1.011,1.473,10,0.535,0.906,1.517,10,0.535,0.906,1.517,12,-0.054,0.817,1.446,13,-0.385,0.912,1.519,14,-0.580,0.739,1.428,15,-0.607,0.687,1.390,16,0.083,0.817,1.451,17,0.267,1.041,1.496,18,0.587,0.902,1.515,19,0.632,0.852,1.485
8.959,0,0.018,0.884,1.448,1,0.020,0.916,1.455,2,-0.120,1.021,1.449,3,0.034,1.247,1.388,4,-0.120,1.021,1.449,5,-0.293,0.926,1.490,6,-0.476,0.826,1.445,7,-0.502,0.791,1.424,8,0.171,1.011,1.473,9,0.341,1.011,1.473,10,0.535,0.906,1.517,10,0.535,0.906,1.517,12,-0.054,0.817,1.446,13,-0.385,0.912,1.519,14,-0.580,0.739,1.428,15,-0.607,0.687,1.390,16,0.083,0.817,1.451,17,0.267,1.041,1.496,18,0.587,0.902,1.515,19,0.632,0.852,1.485
8.966,0,0.018,0.884,1.448,1,0.020,0.916,1.455,2,-0.120,1.021,1.449,3,0.034,1.247,1.388,4,-0.120,1.021,1.449,5,-0.293,0.926,1.490,6,-0.476,0.826,1.445,7,-0.502,0.791,1.424,8,0.171,1.011,1.473,9,0.341,1.011,1.473,10,0.535,0.906,1.517,10,0.535,0.906,1.517,12,-0.054,0.817,1.446,13,-0.385,0.912,1.519,14,-0.580,0.739,1.428,15,-0.607,0.687,1.390,16,0.083,0.817,1.451,17,0.267,1.041,1.496,18,0.587,0.902,1.515,19,0.632,0.852,1.485
8.975,0,0.024,0.891,1.436,1,0.026,0.924,1.441,2,-0.112,1.034,1.437,3,0.046,1.260,1.374,4,-0.112,1.034,1.437,5,-0.284,0.938,1.495,6,-0.464,0.804,1.468,7,-0.500,0.754,1.447,8,0.181,1.020,1.460,9,0.340,1.020,1.460,10,0.533,0.893,1.521,10,0.533,0.893,1.521,12,-0.049,0.823,1.434,13,-0.371,0.918,1.531,14,-0.566,0.727,1.499,15,-0.554,0.680,1.465,16,0.089,0.824,1.440,17,0.272,1.044,1.489,18,0.585,0.884,1.522,19,0.610,0.807,1.515
8.982,0,0.024,0.891,1.436,1,0.026,0.924,1.441,2,-0.112,1.034,1.437,3,0.046,1.260,1.374,4,-0.112,1.034,1.437,5,-0.284,0.938,1.495,6,-0.464,0.804,1.468,7,-0.500,0.754,1.447,8,0.181,1.020,1.460,9,0.340,1.020,1.460,10,0.533,0.893,1.521,10,0.533,0.893,1.521,12,-0.049,0.823,1.434,13,-0.371,0.918,1.531,14,-0.566,0.727,1.499,15,-0.554,0.680,1.465,16,0.089,0.824,1.440,17,0.272,1.044,1.489,18,0.585,0.884,1.522,19,0.610,0.807,1.515
8.990,0,0.024,0.891,1.436,1,0.026,0.924,1.441,2,-0.112,1.034,1.437,3,0.046,1.260,1.374,4,-0.112,1.034,1.437,5,-0.284,0.938,1.495,6,-0.464,0.804,1.468,7,-0.500,0.754,1.447,8,0.181,1.020,1.460,9,0.340,1.020,1.460,10,0.533,0.893,1.521,10,0.533,0.893,1.521,12,-0.049,0.823,1.434,13,-0.371,0.918,1.531,14,-0.566,0.727,1.499,15,-0.554,0.680,1.465,16,0.089,0.824,1.440,17,0.272,1.044,1.489,18,0.585,0.884,1.522,19,0.610,0.807,1.515
8.997,0,0.024,0.891,1.436,1,0.026,0.924,1.441,2,-0.112,1.034,1.437,3,0.046,1.260,1.374,4,-0.112,1.034,1.437,5,-0.284,0.938,1.495,6,-0.464,0.804,1.468,7,-0.500,0.754,1.447,8,0.181,1.020,1.460,9,0.340,1.020,1.460,10,0.533,0.893,1.521,10,0.533,0.893,1.521,12,-0.049,0.823,1.434,13,-0.371,0.918,1.531,14,-0.566,0.727,1.499,15,-0.554,0.680,1.465,16,0.089,0.824,1.440,17,0.272,1.044,1.489,18,0.585,0.884,1.522,19,0.610,0.807,1.515
9.004,0,0.024,0.891,1.436,1,0.026,0.924,1.441,2,-0.112,1.034,1.437,3,0.046,1.260,1.374,4,-0.112,1.034,1.437,5,-0.284,0.938,1.495,6,-0.464,0.804,1.468,7,-0.500,0.754,1.447,8,0.181,1.020,1.460,9,0.340,1.020,1.460,10,0.533,0.893,1.521,10,0.533,0.893,1.521,12,-0.049,0.823,1.434,13,-0.371,0.918,1.531,14,-0.566,0.727,1.499,15,-0.554,0.680,1.465,16,0.089,0.824,1.440,17,0.272,1.044,1.489,18,0.585,0.884,1.522,19,0.610,0.807,1.515
9.012,0,0.031,0.900,1.424,1,0.032,0.934,1.427,2,-0.105,1.047,1.427,3,0.056,1.273,1.363,4,-0.105,1.047,1.427,5,-0.273,0.946,1.518,6,-0.421,0.810,1.527,7,-0.462,0.762,1.507,8,0.191,1.029,1.450,9,0.340,1.029,1.450,10,0.504,0.867,1.541,10,0.504,0.867,1.541,12,-0.043,0.831,1.421,13,-0.340,0.916,1.568,14,-0.538,0.698,1.548,15,-0.490,0.679,1.517,16,0.097,0.833,1.428,17,0.276,1.048,1.482,18,0.543,0.874,1.537,19,0.580,0.801,1.542
9.019,0,0.031,0.900,1.424,1,0.032,0.934,1.427,2,-0.105,1.047,1.427,3,0.056,1.273,1.363,4,-0.105,1.047,1.427,5,-0.273,0.946,1.518,6,-0.421,0.810,1.527,7,-0.462,0.762,1.507,8,0.191,1.029,1.450,9,0.340,1.029,1.450,10,0.504,0.867,1.541,10,0.504,0.867,1.541,12,-0.043,0.831,1.421,13,-0.340,0.916,1.568,14,-0.538,0.698,1.548,15,-0.490,0.679,1.517,16,0.097,0.833,1.428,17,0.276,1.048,1.482,18,0.543,0.874,1.537,19,0.580,0.801,1.542
9.026,0,0.031,0.900,1.424,1,0.032,0.934,1.427,2,-0.105,1.047,1.427,3,0.056,1.273,1.363,4,-0.105,1.047,1.427,5,-0.273,0.946,1.518,6,-0.421,0.810,1.527,7,-0.462,0.762,1.507,8,0.191,1.029,1.450,9,0.340,1.029,1.450,10,0.504,0.867,1.541,10,0.504,0.867,1.541,12,-0.043,0.831,1.421,13,-0.340,0.916,1.568,14,-0.538,0.698,1.548,15,-0.490,0.679,1.517,16,0.097,0.833,1.428,17,0.276,1.048,1.482,18,0.543,0.874,1.537,19,0.580,0.801,1.542
9.033,0,0.031,0.900,1.424,1,0.032,0.934,1.427,2,-0.105,1.047,1.427,3,0.056,1.273,1.363,4,-0.105,1.047,1.427,5,-0.273,0.946,1.518,6,-0.421,0.810,1.527,7,-0.462,0.762,1.507,8,0.191,1.029,1.450,9,0.340,1.029,1.450,10,0.504,0.867,1.541,10,0.504,0.867,1.541,12,-0.043,0.831,1.421,13,-0.340,0.916,1.568,14,-0.538,0.698,1.548,15,-0.490,0.679,1.517,16,0.097,0.833,1.428,17,0.276,1.048,1.482,18,0.543,0.874,1.537,19,0.580,0.801,1.542
9.041,0,0.036,0.908,1.414,1,0.038,0.942,1.417,2,-0.098,1.061,1.420,3,0.066,1.286,1.356,4,-0.098,1.061,1.420,5,-0.254,0.953,1.538,6,-0.372,0.812,1.564,7,-0.425,0.766,1.539,8,0.200,1.039,1.442,9,0.340,1.039,1.442,10,0.491,0.854,1.550,10,0.491,0.854,1.550,12,-0.037,0.840,1.410,13,-0.237,1.005,1.544,14,-0.438,0.720,1.566,15,-0.428,0.693,1.507,16,0.102,0.841,1.418,17,0.314,0.994,1.522,18,0.542,0.852,1.557,19,0.523,0.801,1.549
9.048,0,0.036,0.908,1.414,1,0.038,0.942,1.417,2,-0.098,1.061,1.420,3,0.066,1.286,1.356,4,-0.098,1.061,1.420,5,-0.254,0.953,1.538,6,-0.372,0.812,1.564,7,-0.425,0.766,1.539,8,0.200,1.039,1.442,9,0.340,1.039,1.442,10,0.491,0.854,1.550,10,0.491,0.854,1.550,12,-0.037,0.840,1.410,13,-0.237,1.005,1.544,14,-0.438,0.720,1.566,15,-0.428,0.693,1.507,16,0.102,0.841,1.418,17,0.314,0.994,1.522,18,0.542,0.852,1.557,19,0.523,0.801,1.549
9.055,0,0.036,0.908,1.414,1,0.038,0.942,1.417,2,-0.098,1.061,1.420,3,0.066,1.286,1.356,4,-0.098,1.061,1.420,5,-0.254,0.953,1.538,6,-0.372,0.812,1.564,7,-0.425,0.766,1.539,8,0.200,1.039,1.442,9,0.340,1.039,1.442,10,0.491,0.854,1.550,10,0.491,0.854,1.550,12,-0.037,0.840,1.410,13,-0.237,1.005,1.544,14,-0.438,0.720,1.566,15,-0.428,0.693,1.507,16,0.102,0.841,1.418,17,0.314,0.994,1.522,18,0.542,0.852,1.557,19,0.523,0.801,1.549
9.062,0,0.036,0.908,1.414,1,0.038,0.942,1.417,2,-0.098,1.061,1.420,3,0.066,1.286,1.356,4,-0.098,1.061,1.420,5,-0.254,0.953,1.538,6,-0.372,0.812,1.564,7,-0.425,0.766,1.539,8,0.200,1.039,1.442,9,0.340,1.039,1.442,10,0.491,0.854,1.550,10,0.491,0.854,1.550,12,-0.037,0.840,1.410,13,-0.237,1.005,1.544,14,-0.438,0.720,1.566,15,-0.428,0.693,1.507,16,0.102,0.841,1.418,17,0.314,0.994,1.522,18,0.542,0.852,1.557,19,0.523,0.801,1.549
9.070,0,0.036,0.908,1.414,1,0.038,0.942,1.417,2,-0.098,1.061,1.420,3,0.066,1.286,1.356,4,-0.098,1.061,1.420,5,-0.254,0.953,1.538,6,-0.372,0.812,1.564,7,-0.425,0.766,1.539,8,0.200,1.039,1.442,9,0.340,1.039,1.442,10,0.491,0.854,1.550,10,0.491,0.854,1.550,12,-0.037,0.840,1.410,13,-0.237,1.005,1.544,14,-0.438,0.720,1.566,15,-0.428,0.693,1.507,16,0.102,0.841,1.418,17,0.314,0.994,1.522,18,0.542,0.852,1.557,19,0.523,0.801,1.549
9.077,0,0.042,0.916,1.404,1,0.043,0.951,1.408,2,-0.090,1.077,1.414,3,0.074,1.301,1.350,4,-0.090,1.077,1.414,5,-0.226,0.960,1.557,6,-0.333,0.775,1.579,7,-0.355,0.723,1.552,8,0.207,1.050,1.436,9,0.340,1.050,1.436,10,0.481,0.847,1.555,10,0.481,0.847,1.555,12,-0.030,0.851,1.397,13,-0.187,1.040,1.541,14,-0.366,0.715,1.589,15,-0.368,0.684,1.520,16,0.107,0.848,1.409,17,0.332,0.966,1.542,18,0.542,0.852,1.557,19,0.486,0.809,1.548
9.084,0,0.042,0.916,1.404,1,0.043,0.951,1.408,2,-0.090,1.077,1.414,3,0.074,1.301,1.350,4,-0.090,1.077,1.414,5,-0.226,0.960,1.557,6,-0.333,0.775,1.579,7,-0.355,0.723,1.552,8,0.207,1.050,1.436,9,0.340,1.050,1.436,10,0.481,0.847,1.555,10,0.481,0.847,1.555,12,-0.030,0.851,1.397,13,-0.187,1.040,1.541,14,-0.366,0.715,1.589,15,-0.368,0.684,1.520,16,0.107,0.848,1.409,17,0.332,0.966,1.542,18,0.542,0.852,1.557,19,0.486,0.809,1.548
9.091,0,0.042,0.916,1.404,1,0.043,0.951,1.408,2,-0.090,1.077,1.414,3,0.074,1.301,1.350,4,-0.090,1.077,1.414,5,-0.226,0.960,1.557,6,-0.333,0.775,1.579,7,-0.355,0.723,1.552,8,0.207,1.050,1.436,9,0.340,1.050,1.436,10,0.481,0.847,1.555,10,0.481,0.847,1.555,12,-0.030,0.851,1.397,13,-0.187,1.040,1.541,14,-0.366,0.715,1.589,15,-0.368,0.684,1.520,16,0.107,0.848,1.409,17,0.332,0.966,1.542,18,0.542,0.852,1.557,19,0.486,0.809,1.548
9.098,0,0.042,0.916,1.404,1,0.043,0.951,1.408,2,-0.090,1.077,1.414,3,0.074,1.301,1.350,4,-0.090,1.077,1.414,5,-0.226,0.960,1.557,6,-0.333,0.775,1.579,7,-0.355,0.723,1.552,8,0.207,1.050,1.436,9,0.340,1.050,1.436,10,0.481,0.847,1.555,10,0.481,0.847,1.555,12,-0.030,0.851,1.397,13,-0.187,1.040,1.541,14,-0.366,0.715,1.589,15,-0.368,0.684,1.520,16,0.107,0.848,1.409,17,0.332,0.966,1.542,18,0.542,0.852,1.557,19,0.486,0.809,1.548
9.107,0,0.042,0.916,1.404,1,0.043,0.951,1.408,2,-0.090,1.077,1.414,3,0.074,1.301,1.350,4,-0.090,1.077,1.414,5,-0.226,0.960,1.557,6,-0.333,0.775,1.579,7,-0.355,0.723,1.552,8,0.207,1.050,1.436,9,0.340,1.050,1.436,10,0.481,0.847,1.555,10,0.481,0.847,1.555,12,-0.030,0.851,1.397,13,-0.187,1.040,1.541,14,-0.366,0.715,1.589,15,-0.368,0.684,1.520,16,0.107,0.848,1.409,17,0.332,0.966,1.542,18,0.542,0.852,1.557,19,0.486,0.809,1.548
9.114,0,0.046,0.926,1.394,1,0.048,0.962,1.398,2,-0.084,1.092,1.410,3,0.080,1.315,1.346,4,-0.084,1.092,1.410,5,-0.203,0.967,1.566,6,-0.299,0.755,1.586,7,-0.303,0.700,1.558,8,0.213,1.062,1.431,9,0.340,1.062,1.431,10,0.473,0.843,1.557,10,0.473,0.843,1.557,12,-0.025,0.864,1.384,13,-0.162,1.059,1.537,14,-0.310,0.719,1.585,15,-0.276,0.691,1.538,16,0.111,0.858,1.397,17,0.338,0.957,1.548,18,0.542,0.852,1.557,19,0.465,0.819,1.544
9.122,0,0.046,0.926,1.394,1,0.048,0.962,1.398,2,-0.084,1.092,1.410,3,0.080,1.315,1.346,4,-0.084,1.092,1.410,5,-0.203,0.967,1.566,6,-0.299,0.755,1.586,7,-0.303,0.700,1.558,8,0.213,1.062,1.431,9,0.340,1.062,1.431,10,0.473,0.843,1.557,10,0.473,0.843,1.557,12,-0.025,0.864,1.384,13,-0.162,1.059,1.537,14,-0.310,0.719,1.585,15,-0.276,0.691,1.538,16,0.111,0.858,1.397,17,0.338,0.957,1.548,18,0.542,0.852,1.557,19,0.465,0.819,1.544
9.129,0,0.046,0.926,1.394,1,0.048,0.962,1.398,2,-0.084,1.092,1.410,3,0.080,1.315,1.346,4,-0.084,1.092,1.410,5,-0.203,0.967,1.566,6,-0.299,0.755,1.586,7,-0.303,0.700,1.558,8,0.213,1.062,1.431,9,0.340,1.062,1.431,10,0.473,0.843,1.557,10,0.473,0.843,1.557,12,-0.025,0.864,1.384,13,-0.162,1.059,1.537,14,-0.310,0.719,1.585,15,-0.276,0.691,1.538,16,0.111,0.858,1.397,17,0.338,0.957,1.548,18,0.542,0.852,1.557,19,0.465,0.819,1.544
9.138,0,0.046,0.926,1.394,1,0.048,0.962,1.398,2,-0.084,1.092,1.410,3,0.080,1.315,1.346,4,-0.084,1.092,1.410,5,-0.203,0.967,1.566,6,-0.299,0.755,1.586,7,-0.303,0.700,1.558,8,0.213,1.062,1.431,9,0.340,1.062,1.431,10,0.473,0.843,1.557,10,0.473,0.843,1.557,12,-0.025,0.864,1.384,13,-0.162,1.059,1.537,14,-0.310,0.719,1.585,15,-0.276,0.691,1.538,16,0.111,0.858,1.397,17,0.338,0.957,1.548,18,0.542,0.852,1.557,19,0.465,0.819,1.544
9.146,0,0.049,0.936,1.385,1,0.051,0.972,1.390,2,-0.079,1.104,1.409,3,0.082,1.328,1.343,4,-0.079,1.104,1.409,5,-0.186,0.971,1.571,6,-0.272,0.745,1.584,7,-0.245,0.693,1.551,8,0.218,1.074,1.425,9,0.338,1.074,1.425,10,0.459,0.842,1.554,10,0.459,0.842,1.554,12,-0.022,0.875,1.374,13,-0.145,1.071,1.536,14,-0.282,0.720,1.574,15,-0.276,0.691,1.538,16,0.112,0.867,1.386,17,0.338,0.954,1.551,18,0.542,0.852,1.557,19,0.448,0.830,1.538
9.154,0,0.049,0.936,1.385,1,0.051,0.972,1.390,2,-0.079,1.104,1.409,3,0.082,1.328,1.343,4,-0.079,1.104,1.409,5,-0.186,0.971,1.571,6,-0.272,0.745,1.584,7,-0.245,0.693,1.551,8,0.218,1.074,1.425,9,0.338,1.074,1.425,10,0.459,0.842,1.554,10,0.459,0.842,1.554,12,-0.022,0.875,1.374,13,-0.145,1.071,1.536,14,-0.282,0.720,1.574,15,-0.276,0.691,1.538,16,0.112,0.867,1.386,17,0.338,0.954,1.551,18,0.542,0.852,1.557,19,0.448,0.830,1.538
9.161,0,0.049,0.936,1.385,1,0.051,0.972,1.390,2,-0.079,1.104,1.409,3,0.082,1.328,1.343,4,-0.079,1.104,1.409,5,-0.186,0.971,1.571,6,-0.272,0.745,1.584,7,-0.245,0.693,1.551,8,0.218,1.074,1.425,9,0.338,1.074,1.425,10,0.459,0.842,1.554,10,0.459,0.842,1.554,12,-0.022,0.875,1.374,13,-0.145,1.071,1.536,14,-0.282,0.720,1.574,15,-0.276,0.691,1.538,16,0.112,0.867,1.386,17,0.338,0.954,1.551,18,0.542,0.852,1.557,19,0.448,0.830,1.538
9.169,0,0.049,0.936,1.385,1,0.051,0.972,1.390,2,-0.079,1.104,1.409,3,0.082,1.328,1.343,4,-0.079,1.104,1.409,5,-0.186,0.971,1.571,6,-0.272,0.745,1.584,7,-0.245,0.693,1.551,8,0.218,1.074,1.425,9,0.338,1.074,1.425,10,0.459,0.842,1.554,10,0.459,0.842,1.554,12,-0.022,0.875,1.374,13,-0.145,1.071,1.536,14,-0.282,0.720,1.574,15,-0.276,0.691,1.538,16,0.112,0.867,1.386,17,0.338,0.954,1.551,18,0.542,0.852,1.557,19,0.448,0.830,1.538
